gene_id	GBP-24	GBP-25	GBP-22	GBP-23	GPO-1	GPO-2	GPO-3	GPO-4	GBP-9	GBP-10	GBP-11	GBP-12	GBP-5	GBP-6	GBP-20	GBP-21	GBP-3	GBP-4	GBP-7	GBP-8	GBP-16	GBP-17	GBP-18	GBP-19	GPO-36	GPO-37	GPO-30	GPO-31	GPO-32	GPO-33	GPO-34	GPO-35	GPO-160	GPO-161
Ec-00_000010	0.177	0.169	0.118	0.363	0.208	0	0	0.158	9.674	2.954	9.03	1.003	1.558	11.698	0	0.07	0	0.204	0.096	0.042	2.309	1.967	17.165	13.125	0	0	0.175	0.241	0.278	0.047	0	0	11.614	5.322
Ec-00_000020	0	0.775	0.512	0.272	0	0	0	1.065	0.44	0.891	1.426	1.169	2.099	3.357	0.609	0	0	0	2.59	0	0	1.125	4.899	0.745	0	0	0	0	0.469	0.471	0	0	0	0.543
Ec-00_000030	0.441	0.324	0.119	0.199	1.121	1.939	1.421	1.186	0.858	0.558	0.827	1.709	0.73	0.415	0.297	0.297	0.607	0.287	0.496	0.499	0.315	0.313	0.795	0.415	0.036	0.043	0.246	0.034	0.131	0.066	0.024	0.03	0.225	0.265
Ec-00_000050	12.424	12.771	10.682	9.844	20.328	33.193	9.855	13.445	6.592	6.868	6.052	7.574	6.916	3.999	10.945	6.906	8.96	4.874	6.943	4.896	5.29	6.62	16.778	14.566	0	0.276	3.819	0.978	4.819	5.574	4.093	2.024	4.694	3.844
Ec-00_000060	0	0.336	0	0.221	0.758	0.359	0.443	0.866	0.239	0.241	0.515	1.056	0.853	1.01	0.33	0	0	0	0	0	0	0.203	0	0.404	0	0	0	0	0	0	0	0	0.438	0.491
Ec-00_000070	1.972	2.536	3.693	1.952	1.273	3.351	1.486	2.26	1.335	2.341	0.768	1.103	3.394	1.583	1.291	1.149	1.88	2.246	2.552	2.214	1.337	1.364	1.732	2.41	0	0	0.119	0.295	0.379	0.856	0.411	0.174	0.98	1.464
Ec-00_000080	6.127	6.787	6.312	7.18	8.148	8.263	5.339	5.547	3.373	2.73	2.96	2.586	2.572	1.98	3.48	4.39	3.027	2.144	2.116	2.496	3.129	3.638	6.71	4.375	0	0	0.12	0	0.192	0	0.069	0	6.147	7.415
Ec-00_000090	3.967	3.271	2.851	2.464	3.395	7.287	2.914	4.559	4.901	5.149	4.068	4.948	7.412	3.937	4.211	3.396	7.546	4.287	4.018	1.744	4.72	4.12	4.542	4.571	0	0	0.084	1.041	0.067	0.47	0.387	0.185	1.643	1.705
Ec-00_000100	0.944	0.36	0.595	0	0	0	0.948	0.618	2.045	1.552	0.552	0.452	0	0	1.413	0.825	2.024	1.434	0.376	0.489	0.808	0.435	1.895	0.433	0	0	0.684	2.824	0.544	0.547	0.394	0.501	0.469	0.841
Ec-00_000110	9.179	9.74	3.764	3.767	19.722	10.362	22.939	10.719	23.044	23.228	34.481	15.685	8.298	17.012	11.636	12.02	13.202	11.875	23.859	26.05	16.786	14.055	10.171	9.605	8.847	11.762	27.911	32.077	15.054	12.859	23.704	22.115	29.215	29.957
Ec-00_000120	37.542	41.837	13.664	16.663	23.918	27.089	27.234	31.073	11.745	11.14	18.618	11.043	8.747	10.257	19.022	16.879	26.16	12.351	5.127	19.318	10.738	16.256	18.37	20.495	37.826	34.955	26.533	10.137	35.564	35.314	17.532	14.739	32.159	32.905
Ec-00_000130	41.229	32.23	20.411	26.865	52.154	149.93	59.235	79.901	24.445	18.27	30.423	27.671	9.184	17.903	38.195	46.551	27.322	23.674	23.15	16.016	32.389	33.949	61.438	63.536	2.579	1.542	25.059	8.758	43.615	33.902	14.591	12.726	16.871	16.392
Ec-00_000140	4.507	4.408	5.168	3.963	8.137	14.479	6.371	7.654	6.956	7.387	7.204	7.608	8.571	7.537	5.194	4.252	7.014	4.281	6.272	5.54	3.877	5.317	7.868	5.848	3.365	2.481	2.632	2.983	2.714	2.887	2.446	1.65	5.014	5.401
Ec-00_000150	40.086	41.611	19.287	15.941	17.77	18.098	24.228	23.63	8.254	11.205	10.713	18.214	21.663	14.511	10.397	7.924	15.721	19.729	1.152	1.6	0.413	1.157	15.204	13.702	0.367	0.293	9.651	5.656	6.23	5.473	2.898	2.558	8.148	6.531
Ec-00_000160	14.536	18.834	16.486	31.211	28.895	40.103	19.65	51.416	17.321	9.413	12.823	12.667	9.211	5.455	39.07	45.849	19.46	7.761	17.047	19.314	24.222	22.189	40.996	35.001	2.515	2.406	22.229	8.381	22.405	20.965	14.667	12.758	12.082	10.832
Ec-00_000170	2.487	2.64	4.602	5.151	0.918	0.386	0.238	0.931	0.577	0.909	0.485	0.568	1.146	1.141	0.709	0.983	1.016	0.6	0.472	0.921	0.254	0.601	0.713	1.085	0.526	0.808	9.016	9.141	5.6	3.497	6.572	7.916	8.092	9.206
Ec-00_000180	0	0	0.114	0	0	0	0	0	0.59	0	0	0.261	0	0	1.02	0.714	2.337	0.276	5.641	3.672	3.501	2.262	0	0.499	0	0	0	0	0.943	0	0.455	1.445	0.677	1.942
Ec-00_000190	0.804	0.845	1.13	0.692	1.578	2.846	1.604	1.356	2.274	2.721	1.486	1.332	6.143	2.224	2.943	2.454	4.48	2.215	1.977	2.145	3.621	4.118	5.669	5.067	1.763	0.852	0.472	0.566	0.443	0.445	0.321	0.376	3.393	4.767
Ec-00_000200	116.627	112.198	111.02	122.833	144.339	176.658	166.174	209.604	92.661	80.664	93.69	93.16	77.397	132.43	119.12	124.927	103.608	98.701	79.204	96.033	96.148	105.399	149.508	137.257	96.618	84.501	118.685	95.559	125.867	140.853	102.455	119.095	91.083	97.479
Ec-00_000210	52.609	55.224	47.109	46.986	53.692	69.459	58.742	52.971	79.293	80.17	109.755	84.463	67.007	72.732	59.313	61.536	79.803	43.625	97	100.88	42.595	40.82	53.334	52.306	76.116	75.865	50.075	57.506	54.356	53.497	63.803	59.417	127.319	133.144
Ec-00_000230	140.349	133.421	162.458	123.903	85.945	77.017	167.502	41.269	43.784	95.497	102.439	81.666	63.931	117.1	8.126	6.523	54.047	152.423	44.844	75.456	17.601	20.478	26.178	21.764	13.895	13.528	163.469	129.56	80.494	72.736	106.29	125.46	143.339	152.982
Ec-00_000240	0	0	0	0	0	0	0	0	0	0.05	20.19	13.715	25.291	24.829	20.567	20.947	16.743	14.304	7.62	12.186	13.309	14.882	21.594	22.802	6.128	6.982	12.225	18.376	15.662	17.678	7.796	7.977	12.25	13.276
Ec-00_000250	0.163	0.31	0.427	0.136	3.85	5.639	2.043	1.864	1.321	0.223	0.475	0.585	0.262	0	0	0.355	0.291	0	0	0	0	0	2.653	1.118	0	0	2.653	0.243	0	0	0	0	1.212	0.906
Ec-00_000260	0.273	0.065	0.143	0.114	3.229	1.391	1.371	1.117	1.478	0.187	0.598	0.327	0.22	0	0	0	0	0	0	0	0	0	1.027	0.469	0.216	0	0.742	0	0	0	0.142	0	0.254	0.76
Ec-00_000280	1.812	1.439	2.22	1.263	1.3	1.232	0	2.968	2.454	1.655	2.648	2.895	4.873	0	4.522	3.3	1.08	0.765	7.216	4.696	1.94	3.483	4.549	6.921	0	0	0	0	0	0	0	0	0.375	0
Ec-00_000290	6.708	5.119	4.719	5.719	4.485	6.508	5.562	7.252	4.762	2.32	3.521	7.647	9.772	3.211	6.459	5.976	4.306	2.967	4.538	5.147	2.789	5.858	4.904	5.148	1.033	0.617	6.138	5.065	7.417	5.75	5.571	4.318	7.605	8.34
Ec-00_000300	0.846	1.129	0.746	0.609	0.583	0.552	0.425	0.554	1.467	1.113	5.54	10.504	0.874	0.815	2.534	1.923	1.512	1.2	0.606	0.526	0.507	0.468	0.637	0.853	0.215	0	0.675	0.861	0.83	0.588	0.671	0.763	6.181	7.482
Ec-00_000310	2.354	2.111	1.673	1.506	8.644	8.474	3.479	1.814	0.563	2.466	1.619	0.996	1.341	0.318	0.13	0.151	0	0.526	0.414	0	0	0.16	4.519	2.221	0.439	0	2.51	2.693	0.799	0	0.578	1.469	1.032	1.157
Ec-00_000320	227.272	205.125	138.155	109.385	224.68	152.661	423.891	425.737	182.485	136.245	215.563	222.865	165.162	88.79	119.722	120.829	248.998	277.208	107.415	90.229	392.834	432.884	230.474	330.172	43.804	39.158	215.519	202.983	385.358	421.248	322.249	310.407	162.337	163.849
Ec-00_000330	0.063	0.06	0.066	0.158	0	0.257	0	0	0	0.172	0	0.151	0	0.144	3.062	2.75	0	0	0	0.326	0	0	0	0	0	0	0	0	0	0	2.232	3.672	0.156	0.28
Ec-00_000340	0.997	0.772	0.654	0.417	0.268	0.508	0	0	0	0	0	0	3.217	3.287	2.215	2.587	0	4.416	0	0.484	0	0.144	9.696	5.853	0.198	0	0	0	0	0	0	0.496	0.155	0.069
Ec-00_000350	12.29	12.506	11.929	8.197	16.251	18.743	15.012	14.891	13.793	15.935	12.585	14.322	17.316	19.823	9.29	8.741	10.911	11.591	12.698	15.572	7.466	9.783	9.275	11.227	5.044	4.997	8.213	11.151	11.35	8.884	9.017	9.503	14.211	14.261
Ec-00_000360	7.852	7.205	7.524	8.035	7.398	6.642	4.544	5.629	10.534	12.789	13.748	10.708	6.947	6.265	6.229	4.981	12.222	11.129	7.455	10.971	6.935	7.177	6.721	6.881	2.353	1.098	0.066	0.108	0	0.21	0	0.288	24.79	28.188
Ec-00_000370	12.694	11.777	10.381	10.53	10.391	18.59	11.604	10.496	9.637	9.978	10.097	9.575	8.461	7.493	8.528	7.184	12.273	8.482	7.954	7.82	7.308	9.696	9.507	11.729	5.61	7.498	1.433	0.809	0.36	0.542	0	0.442	10.78	11.287
Ec-00_000380	0.021	0.128	0.022	0.026	0.134	1.098	0.104	0.203	0.196	0.142	0.242	0.074	0.1	0	0.62	0.385	0.037	0.157	0.062	0.054	0.022	0.048	0.39	0.261	0	0.039	0	0	0	0	0.022	0.027	0.051	0.046
Ec-00_000390	12.829	13.213	13.435	11.479	15.425	28.65	25.743	24.53	19.507	19.833	19.796	22.929	28.563	21.779	14.887	14.328	25.234	13.426	26.325	14.58	20.566	19.259	17.54	18.146	1.591	1.087	15.98	16.724	13.847	19.09	10.617	8.079	21.369	25.103
Ec-00_000400	0	0	0.392	0.052	0	0	0	0	0	0	0.182	0.298	0	0	1.28	1.223	0.222	0.157	0.619	0.322	0	0	0	0	0	0	0	0	0	0	1.687	0.825	0.155	0.277
Ec-00_000410	94.282	103.27	45.463	76.375	86.477	142.632	72.331	61.571	15.416	21.363	19.434	13.526	10.188	36.201	33.478	34.281	16.756	22.281	13.713	54.296	13.726	13.24	40.703	27.948	1.669	0.363	31.389	9.731	15.311	16.203	26.048	26.517	40.884	38.943
Ec-00_000430	17.881	16.315	35.828	22.842	12.636	23.587	17.429	20.978	26.742	26.689	23.921	31.551	33.013	13.159	14.317	11.274	38.157	37.046	20.101	13.602	20.574	19.185	16.524	19.16	144.739	135.974	33.058	39.256	29.628	31.035	27.098	26.664	20.777	24.224
Ec-00_000440	8.595	11.546	10.376	16.995	14.743	15.314	12.408	11.541	7.224	5.955	5.39	7.103	5.845	13.897	13.188	11.009	8.358	6.169	10.687	14.423	11.707	7.52	15.293	13.13	0.209	0	5.492	2.168	7.502	7.246	8.864	10.657	14.401	12.104
Ec-00_000450	3.982	4.331	3.59	3.625	2.123	5.031	1.947	4.386	3.054	2.8	3.811	8.107	5.799	1.697	5.143	4.389	2.771	3.122	6.524	7.397	1.66	3.739	5.042	5.329	0	0	0	0	0	0	0.221	0.748	4.071	4.356
Ec-00_000500	18.176	17.689	13.826	7.772	23.019	12.103	24.01	22.054	18.862	18.401	9.763	20.054	37.725	26.037	13.1	11.374	14.352	16.911	10.93	17.681	6.582	14.63	14.137	15.673	4.621	4.178	10.886	16.159	22.44	20.267	10.231	13.572	25.979	27.484
Ec-00_000510	3.905	4.247	4.847	4.19	2.377	11.746	4.756	4.522	5.875	5.728	7.494	6.617	5.855	11.67	6.791	6.636	7.896	5.792	10.209	13.698	5.997	4.458	7.228	5.061	1.626	0.898	3.432	1.534	3.299	4.454	4.773	3.139	9.752	9.753
Ec-00_000520	7.667	7.803	6.451	5.178	24.596	21.949	14.353	13.725	9.672	9.263	10.717	7.988	6.761	9.938	6.772	6.035	9.872	5.666	6.636	7.281	6.016	5.272	10.279	6.11	7.551	7.766	1.036	1.282	2.609	0.965	1.292	0.632	6.626	8.379
Ec-00_000530	22.2	23.837	10.679	16.505	23.835	26.489	16.185	13.52	11.043	8	13.095	8.686	2.924	8.312	12.623	14.519	14.575	10.067	7.817	18.655	8.408	9.869	21.607	17.417	0.16	0.764	7.483	1.807	10.742	10.639	8.928	6.676	24.077	23.547
Ec-00_000540	36.467	34.233	137.162	127.494	47.76	37.575	58.693	55.87	52.937	51.804	38.138	44.605	104.348	140.034	77.265	75.033	76.541	57.227	59.318	54.732	51.702	57.723	69.8	78.091	2.247	1.901	46.429	73.887	62.595	53.189	74.138	83.799	42.362	44.733
Ec-00_000550	6.097	5.15	4.731	4.672	6.464	11.27	3.923	7.869	5.124	8.804	3.687	6.909	6.978	4.408	5.451	4.003	7.407	3.801	5.142	5.448	7.653	7.273	9.8	7.225	0	0	0.327	1.168	1.905	1.043	1.692	0.956	2.5	2.542
Ec-00_000560	4.229	4.094	5.802	5.191	5.578	15.579	6.51	10.499	3.509	5.793	5.382	10.787	4.182	5.944	4.212	4.62	5.119	3.798	5.838	0.707	4.82	5.191	7.019	5.938	0.649	0.517	0.247	0.204	0.59	0.197	0.854	0.181	2.033	3.114
Ec-00_000570	9.303	9.938	8.734	8.842	12.134	25.298	14.87	16.158	5.344	10.427	10.299	12.498	10.461	5.819	6.067	4.928	15.618	7.85	11.224	9.497	8.149	7.803	8.845	10.012	0.894	0	3.066	6.747	5.284	4.897	4.999	4.86	2.977	2.826
Ec-00_000580	3.02	2.446	3.331	1.137	33.152	9.856	23.519	21.764	5.317	7.034	4.414	3.619	8.285	2.078	1.13	0.33	3.239	2.294	1.503	1.174	2.587	1.742	10.993	8.305	11.016	12.601	7.118	9.036	2.177	1.312	2.521	3.605	5.441	6.728
Ec-00_000590	16.71	14.49	17.835	13.348	56.366	44.234	64.071	39.761	63.354	86.332	44.852	50.666	47.979	47.706	34.715	29.506	50.219	55.077	42.363	83.072	141.521	143.783	76.352	80.635	61.215	51.218	27.941	37.339	67.85	54.893	59.481	59.517	34.739	41.017
Ec-00_000600	13.055	13.429	9.767	8.552	37.298	101.323	33.083	36.327	21.12	25.799	34.612	31.009	30.944	24.906	22.593	17.797	27.049	18.134	26.911	21.408	20.658	25.183	29	19.854	0.183	0.876	4.398	2.765	4.997	5.854	4.58	4.443	10.621	9.65
Ec-00_000620	0.348	0.622	0.503	0.473	2.809	0.71	3.06	2.137	0.236	1.55	0.89	0.834	1.685	1.097	1.71	1.426	1.088	1.322	0.953	2.368	1.025	1.706	1.201	1.894	0	0	0	0	0.125	0	0	0	0.054	0
Ec-00_000630	0.714	1.256	1.384	0.942	5.082	6.72	3.862	3.238	3.198	1.73	1.926	0.921	1.861	1.196	0.771	0.78	1.963	1.182	1.531	1.281	0.764	1.33	2.068	0.881	0	0	0	0	0	0	0	0	0.307	0.459
Ec-00_000640	33.696	37.23	27.904	41.919	18.079	24.256	16.359	13.602	8.563	8.017	7.035	10.065	7.158	13.854	13.071	12.58	10.796	7.885	8.08	16.144	9.904	11.539	18.48	15.247	1.197	1.79	9.41	3.389	6.804	7.788	9.65	7.26	17.765	13.14
Ec-00_000650	7.488	7.534	11.168	5.719	16.973	21.561	13.066	14.633	20.279	19.022	15.694	14.928	22.336	7.793	10.951	8.249	14.17	7.487	13.738	9.458	6.333	6.531	14.32	13.457	374.461	376.128	12.167	13.868	13.669	13.724	8.534	10.126	20.69	24.761
Ec-00_000660	5.368	5.702	4.827	4.283	15.271	19.128	7.594	10.205	16.292	14.369	11.722	7.467	5.874	4.74	7.967	6.134	7.719	4.764	7.309	6.636	3.501	5.266	12.777	10.603	50.977	39.081	2.461	0.369	2.224	1.518	1.287	1.391	8.585	7.868
Ec-00_000670	163.827	168.392	162.587	144.99	278.147	441.739	210.824	216.815	139.034	175.205	141.273	165.833	145.699	151.104	173.101	166.361	164.163	172.694	147.199	191.548	112.818	127.729	161.678	172.321	28.328	30.439	111.879	122.142	151.696	145.484	193.266	205.528	108.355	116.831
Ec-00_000680	3.743	4.535	2.62	2.142	11.023	18.614	8.576	6.452	12.003	16.911	9.788	5.507	2.543	6.099	6.512	5.093	6.337	6.067	14.118	11.741	4.288	5.679	10.466	8.726	6.56	7.845	0	0.295	1.136	1.141	0.137	0.958	3.711	3.912
Ec-00_000690	9.378	7.974	4.448	4.765	9.983	9.666	6.332	5.615	15.976	20.307	10.61	6.645	2.929	9.019	9.341	8.813	11.174	6.637	19.072	13.85	7.99	9.304	13.289	13.516	173.503	169.814	4.387	2.112	10.177	11.532	7.574	7.757	31.507	27.964
Ec-00_000710	1.302	0.992	0.547	0.74	4.483	5.098	2.355	2.217	1.128	0.999	1.826	1.498	2.353	2.627	0.585	1.024	0.745	0.527	0.518	1.08	0.446	0.24	1.699	2.028	0.33	0	0.566	0	0.45	0.302	0.109	0	0.97	0.986
Ec-00_000720	17.421	19.527	17.673	15.112	19.734	23.981	14.361	18.725	8.326	13.004	11.35	14.605	7.31	6.061	12.112	14.259	11.76	9.012	14.066	15.096	9.933	10.574	10.831	11.987	0.513	0	5.671	3.873	3.577	8.901	11.366	6.009	11.86	8.41
Ec-00_000730	1.347	2.212	2.286	1.751	2.052	3.889	2.083	1.969	2.189	2.442	1.151	1.54	2.542	2.424	2.366	1.857	2.519	1.364	1.774	2.525	1.509	1.434	1.717	2.232	3.221	4.56	0.751	0.372	0.299	0.54	0.519	0.935	2.446	1.893
Ec-00_000740	385.588	499.684	993.82	983.147	687.563	408.559	314.176	727.376	625.989	1368.188	658.076	667.655	1856.265	710.132	198.049	213.94	166.104	135.219	566.42	186.322	1133.431	794.299	880.75	777.298	78.627	80.136	208.615	364.125	101.401	104.26	351.117	384.099	145.707	154.626
Ec-00_000750	0	0	0	0	0	0	0	0	0.243	1.473	0.262	0	0	0	6.371	6.264	32.663	0	1.07	12.769	11.511	8.472	1.799	1.437	0	0.34	0.65	0	1.808	0.259	0	0	44.073	42.105
Ec-00_000760	0	0	0	0.055	0	0	0	0	1.074	0.362	0	0	0	0	0	0	0	0	0	0	0	0	0.166	0.076	52.702	58.388	0.12	0	0	0.096	0	0	0.287	0.92
Ec-00_000770	4.893	5.516	6.753	5.164	3.418	4.702	3.603	4.531	5.897	5.685	7.413	7.612	6.696	2.761	4.458	4.478	9.431	3.437	10.2	4.581	6.583	7.681	6.109	4.461	13	12.534	2.229	1.456	1.921	1.483	2.138	1.087	4.233	5.449
Ec-00_000780	0.097	0.092	0.204	0.162	0	0	0.487	0	0	0	0	0	0.313	0.445	0.181	1.483	0.347	0.491	0.193	0	0	0.447	1.704	2.222	0	0	0	0	0	0	0	0	0.482	1.08
Ec-00_000790	4.478	4.619	2.954	3.931	3.504	3.321	2.974	3.151	2.305	2.738	2.055	1.508	1.791	3.734	3.255	2.83	1.984	1.593	1.031	3.548	1.03	2.987	2.694	2.205	0.117	0	2.281	0.996	2.241	1.928	2.857	1.472	4	4.08
Ec-00_000800	0	0	0.195	0.078	0	0	0	0.304	0	0	0	0	0.898	0	0	0.203	0	0	0	0	0.199	0	0.233	0.212	0	0	0	0	0	0	0	0	0	0
Ec-00_000810	26.883	28.428	14.743	17.636	15.657	11.128	14.562	15.264	12.006	9.655	9.967	10.624	10.271	8.081	8.721	7.575	14.221	7.482	7.92	11.636	6.45	9.963	13.695	12.762	0	0	2.267	2.551	3.933	6.253	5.929	4.07	8.967	7.532
Ec-00_000820	71.434	73.663	36.929	49.647	116.329	125.034	105.103	119.517	33.661	36.963	42.662	35.721	25.121	62.284	47.759	44.359	47.905	35.495	35.399	69.235	38.076	37.85	57.178	51.383	12.345	11.743	65.907	32.685	75.762	77.475	45.866	50.331	95.722	97.291
Ec-00_000830	9.136	9.699	7.333	6.822	12.64	11.712	18.03	13.465	36.052	15.197	36.048	25.333	12.213	17.659	18.317	19.391	27.523	20.319	24.813	10.485	22.637	28.447	18.345	18.092	0.414	0	0.473	0	0.376	1.134	10.211	9.52	8.512	8.866
Ec-00_000840	9.416	9.883	10.024	8.308	7.349	4.326	11.956	8.981	6.725	8.93	4.763	8.059	9.266	8.305	9.778	9.156	6.565	10.281	7.158	9.519	5.207	6.563	5.974	9.128	0	0	0.188	0	0.298	0.075	0.162	0.069	7.777	8.844
Ec-00_000850	1.386	1.403	1.456	1.449	1.865	2.474	3.047	0.284	0.939	1.424	1.013	1.869	1.398	1.59	0.486	0.568	0.619	0.439	0.863	0.225	0.371	0.4	3.697	1.191	0	0	0.628	1.555	0	0.251	0	0	1.292	0.772
Ec-00_000860	9.72	10.425	17.578	14.87	12.841	12.495	15.188	12.23	26.162	23.479	23.817	17.464	20.546	32.165	12.945	13.78	11.772	14.724	20.468	18.264	7.696	8.936	12.438	14.68	13.557	13.859	19.054	23.061	15.444	11.796	7.54	7.674	23.953	24.572
Ec-00_000870	6.004	6.307	4.419	3.906	6.185	3.14	12.374	7.395	5.698	5.765	14.249	15.126	29.973	9.768	3.553	2.915	9.538	9.354	3.984	5.187	4.176	4.616	5.668	6.702	1.79	0.389	13.767	9.979	8.879	6.983	4.925	4.764	22.186	26.233
Ec-00_000880	5.424	6.065	4.114	6.017	4.702	11.677	5.298	4.441	4.182	6.501	7.486	4.603	3.16	5.874	3.101	3.539	5.924	3.623	4.274	7.126	3.549	4.518	5.673	3.452	1.075	0.286	2.321	0.901	1.629	1.2	0.707	0.899	8.235	7.383
Ec-00_000890	10.732	12.628	9.411	8.124	22.174	14.228	26.958	10.545	9.882	12.791	9.254	7.33	5.888	27.321	12.653	11.49	20.332	9.102	23.075	41.303	22.867	14.358	13.469	7.992	0	0	0	0	0	0	0	0	43.132	43.867
Ec-00_000900	0.087	0.124	0.046	0.291	0.187	0.355	0	0	13.549	3.457	10.299	1.251	1.825	17.26	0.081	0.19	0.155	0.441	0.087	0.113	2.143	2.609	12.994	8.473	0	0	0	0	0	0	0	0	6.215	3.149
Ec-00_000910	0.062	0.178	0	0.104	0	0	0	0	0.337	0	0	0	0	0	0.465	0.679	0	0	0	0	0	0.143	0.156	0	0	0	0	0	0.179	0	0	0	0.309	0.139
Ec-00_000920	3.588	2.125	1.019	0.973	3.34	2.374	1.949	1.906	2.364	2.923	2.268	2.789	0.313	0.89	1.089	2.119	1.387	2.21	1.158	2.011	3.115	3.356	2.434	3.111	0	0	0	0	0	0	0	0	2.892	2.16
Ec-00_000930	0.516	0.179	0.123	0.059	0.303	0.096	0.471	0.844	0.063	0	1.165	1.236	0	0	0.526	0.307	1.759	1.899	0.047	0.182	0	0	0.059	0.054	0	0	0	0.21	0.811	0.407	0.929	0.373	1.048	0.966
Ec-00_000940	49.504	48.422	21.803	23.764	66.876	92.092	77.856	90.132	37.159	24.025	52.619	53.916	37.477	17.147	40.976	41.139	80.212	54.621	22.483	30.047	30.608	55.814	52.33	49.17	4.096	4.346	73.929	61.79	120.235	115.32	31.828	39.227	74.986	76.167
Ec-00_000950	162.331	150.931	97.397	111.946	148.217	181.457	178.687	194.226	84.287	74.322	107.762	108.133	66.624	71.891	110.707	114.301	120.46	111.626	66.244	101.371	76.952	89.869	124.393	116.476	342.33	328.025	178.424	97.921	191.562	188.428	130.437	136.844	164.94	173.335
Ec-00_000970	26.88	29.02	21.772	19.585	24.95	27.903	25.782	27.111	18.837	19.095	17.655	22.338	28.943	20.336	18.941	17.568	18.441	13.627	15.008	20.661	13.356	13.463	18.31	16.403	4.193	3.6	22.931	17.361	21.191	19.313	14.286	13.433	31.726	32.247
Ec-00_000980	132.264	121.707	83.983	101.784	157.292	113.639	155.052	201.651	90.925	78.862	94.998	131.338	99.041	84.397	87.857	89.288	98.788	94.128	61.641	58.824	56.809	70.906	136.487	121.344	11.992	11.958	161.994	129.92	180.983	176.468	81.509	88.465	99.346	104.287
Ec-00_000990	3.985	4.48	2.247	1.35	10.59	4.495	4.12	3.441	1.284	1.791	1.311	0.737	1.365	0.529	0.408	0.42	0.137	0.292	0.179	0.565	0.055	0.207	6.175	3.934	0.284	0.34	7.247	4.217	0.48	0.705	0.241	0.136	1.783	1.755
Ec-00_001000	4.818	4.864	2.355	1.529	24.352	25.516	4.795	8.7	3.239	4.222	4.1	1.212	5.306	1.108	0.732	0.427	0.247	0.757	0.229	0.328	0.197	0.504	17.145	10.17	2.188	2.006	11.298	7.603	1.094	0.433	0.336	0.427	5.471	5.545
Ec-00_001020	38.039	38.716	32.49	32.687	22.739	10.594	31.776	37.324	33.207	29.965	29.435	37.809	32.612	17.14	34.385	35.786	24.44	40.299	32.817	31.959	28.414	35.495	37.43	38.458	17.763	17.758	54.446	40.489	46.922	47.571	57.874	65.093	36.26	40.2
Ec-00_001030	0.311	0.296	0	0.26	0	0	0.781	0.509	15.999	16.186	7.27	1.118	0.502	0	1.455	0	0	0.787	1.238	16.518	0	0.359	1.561	1.425	164.681	153.304	0.564	1.86	7.173	4.051	3.244	1.237	15.837	8.83
Ec-00_001040	2.141	2.324	0.59	0.264	7.555	7.231	5.378	8.737	3.232	2.02	3.642	3.407	1.869	0.443	0.854	1.112	2.133	2.399	0.734	0.546	0.526	1.012	2.335	1.97	6.513	7.389	4.39	4.201	3.391	3.15	0.586	0.512	4.055	4.163
Ec-00_001050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ec-00_001060	2.616	1.038	0.687	0.273	2.815	6.668	4.927	2.856	2.066	2.389	2.23	2.35	2.11	0	0.816	1.191	0.779	1.104	0.868	0	1.4	0.251	1.915	2.247	1.383	6.2	4.741	3.913	6.6	1.893	0.91	0	2.166	3.156
Ec-00_001070	5.419	4.716	4.177	2.852	4.672	6.906	7.936	5.837	8.731	6.769	5.019	7.163	4.13	3.976	11.748	11.381	10.858	6.706	9.692	10.245	9.697	9.118	4.717	6.775	5.549	4.455	11.689	8.676	9.157	8.842	11.949	13.429	10.607	12.071
Ec-00_001080	16.316	15.978	9.114	10.231	24.406	31.523	19.889	19.599	11.192	11.776	11.064	13.053	12.536	13.117	12.714	12.949	15.392	12.303	11.206	15.808	9.487	10.562	15.415	13.522	0.498	0.909	11.027	6.503	12.942	14.166	9.278	10.151	25.896	26.226
Ec-00_001090	11.247	10.54	9.467	8.036	14.198	23.065	19.555	24.492	19.974	19.815	19.341	26.217	20.759	9.726	19.361	18.622	22.628	21.42	16.6	15.291	13.6	18.146	16.867	20.983	1.754	0.855	15.523	23.536	28.77	29.004	19.321	19.508	17.409	18.185
Ec-00_001100	10.393	9.252	8.864	6.458	17.054	12.328	20.737	13.218	15.82	8.432	23.591	10.466	9.039	39.134	17.07	15.582	11.461	17.54	11.776	11.939	8.563	11.986	15.264	15.2	77.03	80.097	25.454	24.974	17.801	18.46	12.034	14.859	19.757	19.128
Ec-00_001110	4.248	3.438	3.086	1.309	8.798	13.028	5.134	5.335	4.757	3.325	3.08	1.837	2.473	0.293	1.136	0.977	0.228	0.809	0.254	0.662	0.068	0.368	12.346	6.952	4.356	5.935	6.484	7.166	1.381	0.647	0.4	0.254	5.118	5.62
Ec-00_001120	6.855	6.728	5.551	3.661	15.82	19.539	5.809	6.762	1.342	3.394	2.776	2.375	2.932	0.474	0.618	1.353	1.328	1.464	0.904	0.321	0.088	0.571	21.041	15.612	0.393	0.313	10.629	8.401	0.238	0.239	1.379	0.548	2.873	1.932
